movie_id,movie_name,tags,rating
tt1877830,The Batman,"Action, Crime, Drama, When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement., Matt Reeves, Robert Pattinson, 
Zoë Kravitz, 
Jeffrey Wright, 
Colin Farrell",7.8
tt13539646,The Wandering Earth II,"Action, Adventure, Drama, Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death., Frant Gwo, Andy Lau, 
Zina Blahusova, 
Jing Wu, 
Clara Lee",8.0
tt6443346,Black Adam,"Action, Adventure, Fantasy, Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world., Jaume Collet-Serra, Dwayne Johnson, 
Aldis Hodge, 
Pierce Brosnan, 
Noah Centineo",6.4
tt7985704,Operation Fortune: Ruse de guerre,"Action, Comedy, Thriller, Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order., Guy Ritchie, Jason Statham, 
Aubrey Plaza, 
Cary Elwes, 
Hugh Grant",6.7
tt7693316,Devotion,"Action, Drama, War, A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen., J.D. Dillard, Jonathan Majors, 
Glen Powell, 
Christina Jackson, 
Thomas Sadoski",6.6
tt11138512,The Northman,"Action, Adventure, Drama, A young Viking prince is on a quest to avenge his father's murder., Robert Eggers, Alexander Skarsgård, 
Nicole Kidman, 
Claes Bang, 
Ethan Hawke",7.1
tt1160419,Dune,"Action, Adventure, Drama, A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future., Denis Villeneuve, Timothée Chalamet, 
Rebecca Ferguson, 
Zendaya, 
Oscar Isaac",8.0
tt11291274,The Unbearable Weight of Massive Talent,"Action, Comedy, Crime, In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish)., Tom Gormican, Nicolas Cage, 
Pedro Pascal, 
Tiffany Haddish, 
Sharon Horgan",7.0
tt8093700,The Woman King,"Action, Drama, History, A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries., Gina Prince-Bythewood, Viola Davis, 
Thuso Mbedu, 
Lashana Lynch, 
Sheila Atim",6.7
tt8178634,RRR,"Action, Adventure, Drama, A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in the 1920s., S.S. Rajamouli, N.T. Rama Rao Jr., 
Ram Charan Teja, 
Ajay Devgn, 
Alia Bhatt",7.9
tt10648342,Thor: Love and Thunder,"Action, Adventure, Comedy, Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct., Taika Waititi, Chris Hemsworth, 
Natalie Portman, 
Christian Bale, 
Tessa Thompson",6.3
tt0468569,The Dark Knight,"Action, Crime, Drama, When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice., Christopher Nolan, Christian Bale, 
Heath Ledger, 
Aaron Eckhart, 
Michael Caine",9.0
tt1375666,Inception,"Action, Adventure, Sci-Fi, A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster., Christopher Nolan, Leonardo DiCaprio, 
Joseph Gordon-Levitt, 
Elliot Page, 
Ken Watanabe",8.8
tt10872600,Spider-Man: No Way Home,"Action, Adventure, Fantasy, With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man., Jon Watts, Tom Holland, 
Zendaya, 
Benedict Cumberbatch, 
Jacob Batalon",8.2
tt4154796,Avengers: Endgame,"Action, Adventure, Drama, After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe., Anthony Russo, 
Joe Russo, Robert Downey Jr., 
Chris Evans, 
Mark Ruffalo, 
Chris Hemsworth",8.4
tt15600222,An Action Hero,"Action, Comedy, Crime, Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding., Anirudh Iyer, Ayushmann Khurrana, 
Jaideep Ahlawat, 
Neeraj Madhav, 
Gautam Joglekar",7.2
tt8367814,The Gentlemen,"Action, Comedy, Crime, An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him., Guy Ritchie, Matthew McConaughey, 
Charlie Hunnam, 
Michelle Dockery, 
Jeremy Strong",7.8
tt1856101,Blade Runner 2049,"Action, Drama, Mystery, Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years., Denis Villeneuve, Harrison Ford, 
Ryan Gosling, 
Ana de Armas, 
Dave Bautista",8.0
tt12003946,Violent Night,"Action, Comedy, Crime, When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas)., Tommy Wirkola, David Harbour, 
John Leguizamo, 
Beverly D'Angelo, 
Alex Hassell",6.7
tt7888964,Nobody,"Action, Crime, Drama, A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss., Ilya Naishuller, Bob Odenkirk, 
Aleksey Serebryakov, 
Connie Nielsen, 
Christopher Lloyd",7.4
tt1649418,The Gray Man,"Action, Thriller, When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins., Anthony Russo, 
Joe Russo, Ryan Gosling, 
Chris Evans, 
Ana de Armas, 
Billy Bob Thornton",6.5
tt2382320,No Time to Die,"Action, Adventure, Thriller, James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology., Cary Joji Fukunaga, Daniel Craig, 
Ana de Armas, 
Rami Malek, 
Léa Seydoux",7.3
tt1464335,Uncharted,"Action, Adventure, Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada., Ruben Fleischer, Tom Holland, 
Mark Wahlberg, 
Antonio Banderas, 
Sophia Ali",6.3
tt6723592,Tenet,"Action, Sci-Fi, Thriller, Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time., Christopher Nolan, John David Washington, 
Robert Pattinson, 
Elizabeth Debicki, 
Juhan Ulfsak",7.3
tt6334354,The Suicide Squad,"Action, Adventure, Comedy, Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese., James Gunn, Margot Robbie, 
Idris Elba, 
John Cena, 
Joel Kinnaman",7.2
tt5013056,Dunkirk,"Action, Drama, History, Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II., Christopher Nolan, Fionn Whitehead, 
Barry Keoghan, 
Mark Rylance, 
Tom Hardy",7.8
tt4649466,Kingsman: The Golden Circle,"Action, Adventure, Comedy, After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy., Matthew Vaughn, Taron Egerton, 
Colin Firth, 
Mark Strong, 
Channing Tatum",6.7
tt1631867,Edge of Tomorrow,"Action, Adventure, Sci-Fi, A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies., Doug Liman, Tom Cruise, 
Emily Blunt, 
Bill Paxton, 
Brendan Gleeson",7.9
tt13320622,The Lost City,"Action, Adventure, Comedy, A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure., Aaron Nee, 
Adam Nee, Sandra Bullock, 
Channing Tatum, 
Daniel Radcliffe, 
Da'Vine Joy Randolph",6.1
tt1950186,Ford v Ferrari,"Action, Biography, Drama, American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966., James Mangold, Matt Damon, 
Christian Bale, 
Jon Bernthal, 
Caitríona Balfe",8.1
tt9419884,Doctor Strange in the Multiverse of Madness,"Action, Adventure, Fantasy, Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others., Sam Raimi, Benedict Cumberbatch, 
Elizabeth Olsen, 
Chiwetel Ejiofor, 
Benedict Wong",6.9
tt2015381,Guardians of the Galaxy,"Action, Adventure, Comedy, A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe., James Gunn, Chris Pratt, 
Vin Diesel, 
Bradley Cooper, 
Zoe Saldana",8.0
tt11866324,Prey,"Action, Adventure, Drama, Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth., Dan Trachtenberg, Amber Midthunder, 
Dakota Beavers, 
Dane DiLiegro, 
Stormee Kipp",7.1
tt1392190,Mad Max: Fury Road,"Action, Adventure, Sci-Fi, In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max., George Miller, Tom Hardy, 
Charlize Theron, 
Nicholas Hoult, 
Zoë Kravitz",8.1
tt6264654,Free Guy,"Action, Adventure, Comedy, A bank teller discovers that he's actually an NPC inside a brutal, open world video game., Shawn Levy, Ryan Reynolds, 
Jodie Comer, 
Taika Waititi, 
Lil Rel Howery",7.1
tt13131232,Mission Majnu,"Action, Drama, History, In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan., Shantanu Bagchi, Sidharth Malhotra, 
Rashmika Mandanna, 
Parmeet Sethi, 
Zakir Hussain",7.6
tt8579674,1917,"Action, Drama, War, April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap., Sam Mendes, Dean-Charles Chapman, 
George MacKay, 
Daniel Mays, 
Colin Firth",8.2
tt3397884,Sicario,"Action, Crime, Drama, An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico., Denis Villeneuve, Emily Blunt, 
Josh Brolin, 
Benicio Del Toro, 
Jon Bernthal",7.6
tt4154756,Avengers: Infinity War,"Action, Adventure, Sci-Fi, The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe., Anthony Russo, 
Joe Russo, Robert Downey Jr., 
Chris Hemsworth, 
Mark Ruffalo, 
Chris Evans",8.4
tt5463162,Deadpool 2,"Action, Adventure, Comedy, Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable., David Leitch, Ryan Reynolds, 
Josh Brolin, 
Morena Baccarin, 
Julian Dennison",7.7
tt2802144,Kingsman: The Secret Service,"Action, Adventure, Comedy, A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius., Matthew Vaughn, Colin Firth, 
Taron Egerton, 
Samuel L. Jackson, 
Michael Caine",7.7
tt5095030,Ant-Man and the Wasp,"Action, Adventure, Comedy, As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past., Peyton Reed, Paul Rudd, 
Evangeline Lilly, 
Michael Peña, 
Walton Goggins",7.0
tt6146586,John Wick: Chapter 3 - Parabellum,"Action, Crime, Thriller, John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere., Chad Stahelski, Keanu Reeves, 
Halle Berry, 
Ian McShane, 
Laurence Fishburne",7.4
tt1345836,The Dark Knight Rises,"Action, Drama, Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane., Christopher Nolan, Christian Bale, 
Tom Hardy, 
Anne Hathaway, 
Gary Oldman",8.4
tt4912910,Mission: Impossible - Fallout,"Action, Adventure, Thriller, Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong., Christopher McQuarrie, Tom Cruise, 
Henry Cavill, 
Ving Rhames, 
Simon Pegg",7.7
tt3748528,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi, In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction., Gareth Edwards, Felicity Jones, 
Diego Luna, 
Alan Tudyk, 
Donnie Yen",7.8
tt8883486,Medieval,"Action, Drama, History, The story of fifteenth century Czech icon and warlord Jan Zizka, who defeated armies of the Teutonic Order and the Holy Roman Empire., Petr Jákl, Ben Foster, 
Sophie Lowe, 
Michael Caine, 
Til Schweiger",5.9
tt11083552,Wrath of Man,"Action, Crime, Thriller, A cold and mysterious character working at a cash truck company responsible for moving a lot of money around Los Angeles each week., Guy Ritchie, Jason Statham, 
Holt McCallany, 
Josh Hartnett, 
Rocci Boy Williams",7.1
tt4633694,Spider-Man: Into the Spider-Verse,"Animation, Action, Adventure, Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities., Bob Persichetti, 
Peter Ramsey, 
Rodney Rothman, Shameik Moore, 
Jake Johnson, 
Hailee Steinfeld, 
Mahershala Ali",8.4
tt1677720,Ready Player One,"Action, Adventure, Sci-Fi, When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world., Steven Spielberg, Tye Sheridan, 
Olivia Cooke, 
Ben Mendelsohn, 
Lena Waithe",7.4
tt2873282,Red Sparrow,"Action, Drama, Thriller, Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations., Francis Lawrence, Jennifer Lawrence, 
Joel Edgerton, 
Matthias Schoenaerts, 
Charlotte Rampling",6.6
tt14641788,Enola Holmes 2,"Action, Adventure, Crime, Now a detective-for-hire, Enola Holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - and Sherlock himself - to unravel., Harry Bradbeer, Millie Bobby Brown, 
Henry Cavill, 
David Thewlis, 
Louis Partridge",6.7
tt4425200,John Wick: Chapter 2,"Action, Crime, Thriller, After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life., Chad Stahelski, Keanu Reeves, 
Riccardo Scamarcio, 
Ian McShane, 
Ruby Rose",7.4
tt12361974,Zack Snyder's Justice League,"Action, Adventure, Fantasy, Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions., Zack Snyder, Henry Cavill, 
Ben Affleck, 
Gal Gadot, 
Amy Adams",8.0
tt12530246,Emancipation,"Action, Thriller, A runaway slave forges through the swamps of Louisiana on a tortuous journey to escape plantation owners that nearly killed him., Antoine Fuqua, Will Smith, 
Ben Foster, 
Charmaine Bingwa, 
Gilbert Owuor",6.1
tt3890160,Baby Driver,"Action, Crime, Drama, After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail., Edgar Wright, Ansel Elgort, 
Jon Bernthal, 
Jon Hamm, 
Eiza González",7.6
tt4998632,Ambulance,"Action, Crime, Drama, Two robbers steal an ambulance after their heist goes awry., Michael Bay, Jake Gyllenhaal, 
Yahya Abdul-Mateen II, 
Eiza González, 
Garret Dillahunt",6.1
tt1431045,Deadpool,"Action, Comedy, A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks., Tim Miller, Ryan Reynolds, 
Morena Baccarin, 
T.J. Miller, 
Ed Skrein",8.0
tt15163652,Thunivu,"Action, Adventure, Thriller, A mysterious mastermind - Daredevil and his team forms a plan and commits bank heist to find the corporate looted people's money., H. Vinoth, Ajith Kumar, 
Manju Warrier, 
Samuthirakani, 
John Kokken",6.3
tt3315342,Logan,"Action, Drama, Sci-Fi, In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety., James Mangold, Hugh Jackman, 
Patrick Stewart, 
Dafne Keen, 
Boyd Holbrook",8.1
tt0448115,Shazam!,"Action, Adventure, Comedy, A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy., David F. Sandberg, Zachary Levi, 
Mark Strong, 
Asher Angel, 
Jack Dylan Grazer",7.0
tt7798634,Ready or Not,"Action, Comedy, Horror, A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game., Matt Bettinelli-Olpin, 
Tyler Gillett, Samara Weaving, 
Adam Brody, 
Mark O'Brien, 
Henry Czerny",6.8
tt0372784,Batman Begins,"Action, Crime, Drama, After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption., Christopher Nolan, Christian Bale, 
Michael Caine, 
Ken Watanabe, 
Liam Neeson",8.2
tt5315210,Lou,"Action, Crime, Drama, A storm rages. A young girl is kidnapped. Her mother teams up with the mysterious woman next door to pursue the kidnapper, a journey that tests their limits and exposes shocking secrets from their pasts., Anna Foerster, Allison Janney, 
Jurnee Smollett, 
Logan Marshall-Green, 
Ridley Asha Bateman",6.1
tt4244994,The Last Duel,"Action, Drama, History, King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel., Ridley Scott, Matt Damon, 
Adam Driver, 
Jodie Comer, 
Harriet Walter",7.4
tt3480822,Black Widow,"Action, Adventure, Sci-Fi, Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises., Cate Shortland, Scarlett Johansson, 
Florence Pugh, 
David Harbour, 
Rachel Weisz",6.7
tt9376612,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy, Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization., Destin Daniel Cretton, Simu Liu, 
Awkwafina, 
Tony Chiu-Wai Leung, 
Ben Kingsley",7.4
tt1663202,The Revenant,"Action, Adventure, Drama, A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team., Alejandro G. Iñárritu, Leonardo DiCaprio, 
Tom Hardy, 
Will Poulter, 
Domhnall Gleeson",8.0
tt3076658,Creed,"Action, Drama, Sport, The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed., Ryan Coogler, Michael B. Jordan, 
Sylvester Stallone, 
Tessa Thompson, 
Phylicia Rashad",7.6
tt2488496,Star Wars: Episode VII - The Force Awakens,"Action, Adventure, Sci-Fi, As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace., J.J. Abrams, Daisy Ridley, 
John Boyega, 
Oscar Isaac, 
Domhnall Gleeson",7.8
tt7846844,Enola Holmes,"Action, Adventure, Crime, When Enola Holmes (Sherlock's teen sister) discovers her mother is missing, she endeavors to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy., Harry Bradbeer, Millie Bobby Brown, 
Henry Cavill, 
Sam Claflin, 
Helena Bonham Carter",6.6
tt2463208,The Adam Project,"Action, Adventure, Comedy, After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future., Shawn Levy, Ryan Reynolds, 
Walker Scobell, 
Mark Ruffalo, 
Jennifer Garner",6.7
tt3967856,Okja,"Action, Adventure, Drama, A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja., Bong Joon Ho, Tilda Swinton, 
Paul Dano, 
Seo-hyun Ahn, 
Jake Gyllenhaal",7.3
tt3501632,Thor: Ragnarok,"Action, Adventure, Comedy, Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela., Taika Waititi, Chris Hemsworth, 
Tom Hiddleston, 
Cate Blanchett, 
Mark Ruffalo",7.9
tt0451279,Wonder Woman,"Action, Adventure, Fantasy, When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny., Patty Jenkins, Gal Gadot, 
Chris Pine, 
Robin Wright, 
Lucy Davis",7.4
tt0437086,Alita: Battle Angel,"Action, Adventure, Sci-Fi, A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is., Robert Rodriguez, Rosa Salazar, 
Christoph Waltz, 
Jennifer Connelly, 
Mahershala Ali",7.3
tt1477834,Aquaman,"Action, Adventure, Fantasy, Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land., James Wan, Jason Momoa, 
Amber Heard, 
Willem Dafoe, 
Patrick Wilson",6.8
tt12262116,Thirteen Lives,"Action, Adventure, Biography, A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding., Ron Howard, Viggo Mortensen, 
Colin Farrell, 
Joel Edgerton, 
Tom Bateman",7.8
tt9243946,El Camino: A Breaking Bad Movie,"Action, Crime, Drama, Fugitive Jesse Pinkman runs from his captors, the law, and his past., Vince Gilligan, Aaron Paul, 
Jonathan Banks, 
Matt Jones, 
Charles Baker",7.3
tt2250912,Spider-Man: Homecoming,"Action, Adventure, Sci-Fi, Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City., Jon Watts, Tom Holland, 
Michael Keaton, 
Robert Downey Jr., 
Marisa Tomei",7.4
tt3896198,Guardians of the Galaxy Vol. 2,"Action, Adventure, Comedy, The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego., James Gunn, Chris Pratt, 
Zoe Saldana, 
Dave Bautista, 
Vin Diesel",7.6
tt2283362,Jumanji: Welcome to the Jungle,"Action, Adventure, Comedy, Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game., Jake Kasdan, Dwayne Johnson, 
Karen Gillan, 
Kevin Hart, 
Jack Black",6.9
tt2222042,Love and Monsters,"Action, Adventure, Comedy, Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex., Michael Matthews, Dylan O'Brien, 
Jessica Henwick, 
Michael Rooker, 
Dan Ewing",6.9
tt10696784,The Harder They Fall,"Action, Drama, Western, When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge., Jeymes Samuel, Jonathan Majors, 
Zazie Beetz, 
RJ Cyler, 
Edi Gathegi",6.6
tt1259528,Den of Thieves,"Action, Crime, Drama, An elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew clash as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank., Christian Gudegast, Gerard Butler, 
Pablo Schreiber, 
O'Shea Jackson Jr., 
50 Cent",7.0
tt4630562,The Fate of the Furious,"Action, Crime, Thriller, When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before., F. Gary Gray, Vin Diesel, 
Jason Statham, 
Dwayne Johnson, 
Michelle Rodriguez",6.6
tt8912936,DC League of Super-Pets,"Animation, Action, Adventure, Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped., Jared Stern, 
Sam J. Levine, Dwayne Johnson, 
Kevin Hart, 
Kate McKinnon, 
John Krasinski",7.2
tt3498820,Captain America: Civil War,"Action, Sci-Fi, Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man., Anthony Russo, 
Joe Russo, Chris Evans, 
Robert Downey Jr., 
Scarlett Johansson, 
Sebastian Stan",7.8
tt12412888,Sonic the Hedgehog 2,"Action, Adventure, Comedy, When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way., Jeff Fowler, James Marsden, 
Jim Carrey, 
Ben Schwartz, 
Tika Sumpter",6.5
tt5700672,Train to Busan,"Action, Horror, Thriller, While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan., Sang-ho Yeon, Gong Yoo, 
Jung Yu-mi, 
Ma Dong-seok, 
Su-an Kim",7.6
